system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000001bf2,37,204,200,31,28,27,86,59,35,28,0,0,68,-123,-248,5,-22,-58,37,-70,1,37,-11,18,-855,69,0,36,-29,-26,66,2,-936,-201,7,-6,-53,12,-21,4,2.1807513,337.0,0.09375112,101123.0,0.009258,168.375,288.72998,3.8879972,"{""type"":""Point"",""coordinates"":[116.54899573726257,36.14879071041605]}"
00000000000000000410,43,204,202,39,37,38,74,63,48,40,0,1,43,-551,-130,-52,61,-18,23,-51,2,33,-8,14,277,32,27,-24,-9,4,17,-1,-247,-85,-58,49,-15,2,8,1,1.459495,339.0,0.09375112,101291.0,0.008384501,174.125,289.195,1.5489972,"{""type"":""Point"",""coordinates"":[117.5560970874865,34.63854223372552]}"
00000000000000001614,35,201,199,30,25,22,85,45,22,23,0,0,30,2538,-39,-77,167,76,147,-128,-6,52,-16,23,-1210,6,48,-121,-125,-53,61,3,1622,-42,-67,115,50,91,-32,-4,2.4361193,339.0,0.09375112,101291.0,0.008384501,174.125,289.195,1.5489972,"{""type"":""Point"",""coordinates"":[117.56337434040569,34.62533883550626]}"
00000000000000000161,41,204,202,37,36,37,69,57,44,40,0,1,38,-698,-124,-53,66,-29,10,-10,3,26,-10,10,1044,61,-10,-33,19,18,11,-3,375,-85,-45,22,-21,21,3,0,1.4590089,339.0,0.09375112,101327.0,0.008689,169.375,288.655,1.7509972,"{""type"":""Point"",""coordinates"":[118.3069116046636,34.59218987827495]}"
0000000000000000047b,36,202,199,30,27,25,75,46,30,27,0,1,38,-360,-199,-31,42,-56,-1,-3,2,36,-13,14,126,104,-10,-33,57,28,0,0,1166,-150,-34,8,-56,26,12,-2,1.1257552,339.0,0.09375112,101327.0,0.008689,169.375,288.655,1.7509972,"{""type"":""Point"",""coordinates"":[118.33170420652073,34.535327421641405]}"
00000000000000001cf6,38,202,200,33,32,26,94,52,31,26,0,0,35,440,-211,-12,32,-95,-27,19,0,42,-14,16,-40,77,-16,-22,48,18,-11,0,1555,-149,-20,14,-80,15,25,-4,1.4583155,339.0,0.09375112,101327.0,0.008689,169.375,288.655,1.7509972,"{""type"":""Point"",""coordinates"":[118.33385795232955,34.52589642291337]}"
000000000000000009ea,40,202,199,35,30,28,78,59,38,27,0,1,49,889,-164,-35,37,-31,30,-72,-1,40,-13,16,6,88,3,-18,-15,-15,34,0,1600,-115,-46,19,-45,-2,-18,-4,1.8543341,349.0,0.09375112,101056.0,0.0091585005,151.375,289.29498,2.4269972,"{""type"":""Point"",""coordinates"":[115.53111673979247,34.23753527598913]}"
0000000000000000148c,37,202,199,33,28,27,81,56,41,23,0,1,53,1653,-191,-29,19,-61,27,-76,-4,42,-12,18,-594,80,8,-20,-1,-8,40,1,2143,-136,-44,14,-71,0,-32,-6,1.8543341,349.0,0.09375112,101056.0,0.0091585005,151.375,289.29498,2.4269972,"{""type"":""Point"",""coordinates"":[115.50578458670785,34.200885924430864]}"
00000000000000001b96,36,195,193,30,23,19,37,20,12,22,0,0,46,1705,-166,-26,46,5,38,-98,-4,35,-16,13,27,125,29,-37,-55,-11,26,0,2394,-127,-51,51,-19,-2,-42,-7,3.3629742,349.0,0.09375112,101056.0,0.0091585005,151.375,289.29498,2.4269972,"{""type"":""Point"",""coordinates"":[115.55105783970347,34.26583273127431]}"
00000000000000001c89,35,200,198,29,25,18,90,48,19,22,0,0,46,3138,-30,-16,152,72,102,-240,-8,56,-18,23,-1225,-6,10,-117,-133,-57,160,3,2699,-42,-30,107,34,48,-137,-7,1.8543341,349.0,0.09375112,101056.0,0.0091585005,151.375,289.29498,2.4269972,"{""type"":""Point"",""coordinates"":[115.50066107959744,34.26178832661883]}"
00000000000000001bc2,30,187,186,24,17,12,27,20,10,16,0,0,778,1464,-325,58,0,-45,-14,44,-3,32,-17,14,-799,126,-32,-13,41,-7,-65,1,1529,-271,12,-30,-128,7,30,-4,22.844687,321.125,0.09375112,93338.0,0.0074390005,160.625,285.44998,2.3599973,"{""type"":""Point"",""coordinates"":[111.7153435726304,33.91710427428851]}"
0000000000000000041a,45,204,201,41,37,39,58,51,42,44,0,1,105,-539,-72,14,-8,-31,9,-9,2,18,-8,8,302,9,10,37,-22,4,6,-1,-88,-52,5,9,-28,-4,-2,0,1.1413853,337.125,0.09375112,100646.0,0.0094840005,172.125,288.59,3.6049972,"{""type"":""Point"",""coordinates"":[117.261542249199,35.65965853856042]}"
00000000000000000498,46,206,203,43,40,43,70,61,50,39,0,1,114,529,-121,0,-5,-67,18,-6,-1,21,-8,10,70,49,5,29,-13,-16,19,0,62,-79,-13,12,-50,-9,18,0,2.2815325,337.125,0.09375112,100646.0,0.0094840005,172.125,288.59,3.6049972,"{""type"":""Point"",""coordinates"":[117.22893284319515,35.64806933492251]}"
0000000000000000137a,36,200,199,30,27,24,70,48,30,28,0,1,47,651,-166,-40,40,23,31,-81,0,40,-15,16,-1182,99,39,-25,-22,-19,44,3,556,-130,-49,32,-2,9,-44,0,3.5637887,349.125,0.09375112,101137.0,0.009310501,157.375,289.585,2.2599974,"{""type"":""Point"",""coordinates"":[115.00533075727753,33.87048437277473]}"
0000000000000000144d,37,201,198,32,27,27,64,52,39,22,0,1,48,-43,-143,-32,30,23,34,-79,1,34,-12,13,-460,62,26,-3,-29,-27,32,1,-314,-110,-37,12,0,12,-42,1,2.4178607,349.125,0.09375112,101137.0,0.009310501,157.375,289.585,2.2599974,"{""type"":""Point"",""coordinates"":[115.06111857055717,33.88342022493079]}"
000000000000000014ca,41,206,204,37,35,39,66,69,59,33,0,1,47,23,-114,-18,22,11,63,-68,0,30,-9,13,-77,26,15,-7,-26,-44,31,0,-178,-88,-36,14,11,23,-39,1,2.7802885,349.125,0.09375112,101137.0,0.009310501,157.375,289.585,2.2599974,"{""type"":""Point"",""coordinates"":[115.0789059246594,33.80823086296758]}"
00000000000000001cf7,35,200,198,30,28,20,86,51,26,24,0,0,40,540,-78,-123,85,82,142,-141,0,49,-15,19,-155,14,95,-70,-119,-88,62,0,302,-62,-100,72,56,75,-79,0,1.4512184,349.125,0.09375112,101137.0,0.009310501,157.375,289.585,2.2599974,"{""type"":""Point"",""coordinates"":[115.07001001805772,33.832216367534066]}"
00000000000000001011,35,198,196,29,25,21,83,48,28,23,0,0,63,993,-43,-21,114,-5,161,-91,-1,47,-12,20,-11,3,-11,-77,-56,-80,58,0,772,-25,-30,60,-11,131,-37,-1,3.8507175,335.25,0.09375112,100561.0,0.0085815005,170.625,288.015,1.8409972,"{""type"":""Point"",""coordinates"":[118.58395109401316,34.61886867987772]}"
000000000000000002fb,42,206,203,38,35,37,55,55,46,31,0,1,51,-162,-98,-22,38,-37,-18,-24,1,22,-7,9,607,35,-21,-26,13,-5,49,-2,473,-79,-26,24,-22,13,0,-1,0.0,337.25,0.09375112,101198.0,0.008380501,170.875,288.62,1.6079972,"{""type"":""Point"",""coordinates"":[118.26648539451304,34.85279312114148]}"
00000000000000001b74,36,203,199,30,25,19,76,37,18,23,0,0,46,2793,21,-25,124,99,116,-189,-7,54,-16,21,-1589,-16,20,-100,-113,-58,127,4,3074,-12,-37,68,82,111,-75,-8,2.4416323,337.25,0.09375112,101198.0,0.008380501,170.875,288.62,1.6079972,"{""type"":""Point"",""coordinates"":[118.2120486888526,34.843897214539865]}"
000000000000000009af,46,205,201,43,37,38,61,56,44,42,0,1,46,873,-104,-37,36,18,81,-78,-1,29,-11,11,-404,42,-5,5,-29,-61,50,0,493,-65,-44,26,24,27,-40,0,1.4516233,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.15436283268579,33.872370572520346]}"
000000000000000012c1,42,205,202,38,33,34,59,57,46,40,0,1,47,110,-101,-14,12,18,34,-35,0,25,-9,11,-99,32,-3,-1,-31,-31,10,0,-27,-91,-35,21,8,14,-33,0,0.92740995,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.14654602853909,33.8138894622044]}"
000000000000000012cd,34,197,195,28,24,18,78,43,22,21,0,1,47,901,-227,-37,18,-49,23,-66,-1,49,-17,19,-437,138,10,9,1,6,15,0,-160,-174,-59,10,-31,-17,-25,1,2.7802885,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.18697223868963,33.825478665842304]}"
0000000000000000133f,35,198,197,30,25,22,66,45,33,24,0,1,45,-581,-179,-22,5,-29,34,-48,3,41,-13,16,-548,79,9,10,1,-2,10,1,-499,-146,-52,5,-29,-3,-20,2,1.4510902,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.1813136394528,33.819548061441225]}"
000000000000000014ba,33,197,195,27,23,17,80,37,16,21,0,1,47,-395,-246,-51,25,31,-24,-45,2,49,-18,19,254,183,24,-3,-29,26,5,-1,-279,-175,-71,2,11,-51,0,2,0.92740995,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.14439228273027,33.86266756862804]}"
000000000000000014c8,42,204,201,37,32,34,65,65,51,31,0,1,47,571,-108,-35,22,-3,50,-69,0,32,-10,12,-1096,27,17,3,-34,-25,14,3,965,-92,-46,18,-9,13,-38,-2,2.4165814,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.14843222828472,33.83033016778845]}"
00000000000000001536,35,198,196,29,24,21,77,44,25,22,0,1,47,266,-220,-30,5,-51,17,-42,0,46,-16,19,183,104,38,17,19,-3,1,-1,458,-168,-65,10,-51,-11,-14,0,1.8543341,349.25,0.09375112,101134.0,0.00935,156.875,289.56,2.3279972,"{""type"":""Point"",""coordinates"":[115.124179177655,33.820359617832956]}"
00000000000000000b88,36,201,199,30,27,24,88,47,26,25,0,0,57,20,-197,-48,125,-65,95,-10,1,42,-14,19,-848,122,41,-107,2,-60,4,2,419,-125,-46,82,-58,77,20,0,1.4773343,331.375,0.09375112,101241.0,0.007962,161.875,287.525,2.4799972,"{""type"":""Point"",""coordinates"":[119.32263685632486,36.26521337982047]}"
00000000000000001ece,44,203,201,40,38,38,74,63,45,38,0,0,58,451,-98,-18,44,-68,29,-8,0,32,-11,14,246,35,-8,-35,16,-19,12,-1,244,-62,-32,32,-58,25,15,0,2.7802885,331.375,0.09375112,101241.0,0.007962,161.875,287.525,2.4799972,"{""type"":""Point"",""coordinates"":[119.31293385243255,36.223980072379256]}"
00000000000000001cc1,37,199,198,30,27,21,87,51,28,26,0,0,53,1934,-158,-6,74,-57,121,-113,-4,44,-13,19,462,86,17,-107,21,-55,81,-2,2116,-108,-22,24,-43,101,-30,-5,2.4399726,335.375,0.09375112,100772.0,0.008547501,171.25,288.09497,1.8109972,"{""type"":""Point"",""coordinates"":[118.56508463745598,34.77841085646896]}"
00000000000000001cc0,35,194,193,29,23,17,53,28,16,21,0,0,42,1220,-282,20,17,-40,-39,-3,-2,41,-17,19,1393,179,9,-35,2,24,0,-5,340,-234,-8,26,-58,-43,23,0,0.92740995,337.375,0.09375112,101458.0,0.0090025,168.375,288.56,3.0109973,"{""type"":""Point"",""coordinates"":[116.3342097577202,35.92942077499074]}"
0000000000000000173f,38,202,200,33,31,31,79,51,34,31,0,0,199,2485,-165,21,40,-116,110,-50,-7,33,-11,14,-1251,97,-39,-24,1,-76,4,3,1924,-86,-26,47,-86,71,0,-5,9.756469,327.5,0.09375112,99034.0,0.0078005004,161.0,286.505,2.3109972,"{""type"":""Point"",""coordinates"":[119.00328495707917,35.610340880909305]}"
00000000000000000326,47,207,203,44,42,45,62,62,53,44,0,1,58,-909,-86,-6,33,-21,2,-18,3,18,-7,7,2153,39,-29,-29,3,14,25,-7,478,-49,-21,9,-19,10,4,-1,1.1312047,335.5,0.09375112,101071.0,0.008457,171.125,288.195,1.7629972,"{""type"":""Point"",""coordinates"":[118.54595063483566,34.9344481796322]}"
00000000000000001e55,36,201,198,30,26,24,75,42,25,24,0,0,60,1224,-92,-95,108,-10,123,-44,-2,48,-14,20,-293,4,53,-103,-1,-54,43,0,2665,-70,-95,48,-15,119,11,-7,3.8642118,335.5,0.09375112,101071.0,0.008457,171.125,288.195,1.7629972,"{""type"":""Point"",""coordinates"":[118.57532719257578,34.99481548969374]}"
0000000000000000035c,43,203,200,39,37,41,79,72,57,35,0,1,66,-701,-130,-9,22,-19,34,-36,3,28,-8,12,-508,52,1,-8,-27,-6,21,1,-4,-91,-17,8,-25,-1,-8,0,1.8543341,347.625,0.09375112,100978.0,0.0089920005,150.375,289.055,2.3679972,"{""type"":""Point"",""coordinates"":[115.51737379034574,34.57467452933702]}"
000000000000000004ee,46,204,201,43,43,49,78,77,67,50,0,1,51,-518,-97,-37,23,19,50,-70,2,26,-8,11,92,34,9,-13,-50,-26,24,0,139,-61,-23,12,-12,21,-32,0,2.4334931,347.625,0.09375112,100978.0,0.0089920005,150.375,289.055,2.3679972,"{""type"":""Point"",""coordinates"":[115.53408204199305,34.5202333645755]}"
000000000000000018da,32,186,185,26,19,15,29,27,18,16,1,0,850,-588,-304,26,8,-52,4,44,2,27,-11,13,-376,75,-56,-48,32,-15,-51,0,-531,-270,-58,12,-57,4,57,2,11.147411,309.75,0.09375112,92886.0,0.0071260007,164.0,285.26498,4.1679974,"{""type"":""Point"",""coordinates"":[113.56138019504961,38.48045911036396]}"
00000000000000000897,42,204,201,39,38,40,82,68,51,39,0,1,40,263,-142,-34,40,-13,57,-53,0,33,-11,14,-1788,87,-15,-51,-23,-32,-28,5,880,-85,-21,11,-7,13,-35,-2,0.0,354.0,0.1550011,101166.0,0.009810001,149.375,289.66498,2.3799973,"{""type"":""Point"",""coordinates"":[115.11528773015442,32.65856759296395]}"
00000000000000000879,36,201,199,31,29,27,77,53,33,28,0,1,38,1978,-159,-39,15,-2,105,-72,-5,40,-13,17,-1918,81,0,-47,-53,-52,-15,5,1898,-108,-22,-1,-9,50,-48,-5,1.1013664,354.0,0.1550011,101176.0,0.0098415,149.25,289.64,2.3779974,"{""type"":""Point"",""coordinates"":[115.23844364214955,32.6456317408079]}"
00000000000000000dae,43,203,200,38,35,32,83,63,37,34,0,0,37,988,-113,-64,63,-20,48,-43,-1,41,-13,18,-1387,35,12,-70,-15,-29,-28,3,1544,-71,-38,43,-7,0,-30,-4,1.10068,354.25,0.1550011,101279.0,0.009878,149.75,289.65997,2.3319974,"{""type"":""Point"",""coordinates"":[115.49823978772541,32.58984392752824]}"
0000000000000000092d,40,203,201,37,36,36,83,64,48,37,0,1,32,1303,-162,-13,19,-68,58,-67,-3,36,-12,15,-1083,64,-13,-30,-2,-23,-10,3,1156,-90,-7,5,-35,14,-47,-2,1.4390439,354.25,0.1550011,101249.0,0.009848501,150.0,289.69,2.3509974,"{""type"":""Point"",""coordinates"":[115.38127756709352,32.577987177827126]}"
00000000000000000c86,35,197,193,28,23,16,80,38,18,19,0,0,24,-51,-20,13,66,-37,-72,44,1,49,-19,16,-1515,63,-5,-36,38,45,-3,4,245,-18,17,48,-32,-65,31,0,14.667984,364.375,0.1550011,101777.0,0.010483,160.875,291.495,1.9539973,"{""type"":""Point"",""coordinates"":[120.2736828472059,31.0709760085014]}"
00000000000000000d07,46,188,187,41,37,31,28,16,11,35,0,0,0,-1482,-113,-26,-17,-39,26,22,5,5,-17,2,-1134,22,-14,-14,27,60,25,2,-1670,-94,-6,-4,-19,17,18,5,0.0,364.375,0.1550011,101777.0,0.010483,160.875,291.495,1.9539973,"{""type"":""Point"",""coordinates"":[120.29820790299986,31.09011001112174]}"
00000000000000000a70,41,201,199,35,27,24,55,40,26,27,0,1,7,-559,-91,-6,26,-36,-6,-7,2,32,-14,11,3,39,-39,-5,12,0,-2,0,-632,-33,-32,20,-30,-18,7,2,0.0,358.625,0.1550011,101555.0,0.010437001,160.75,290.59497,1.7109972,"{""type"":""Point"",""coordinates"":[119.80314512674315,31.79483525981043]}"
0000000000000000192f,34,199,196,29,25,22,93,51,25,23,0,0,29,2151,-242,45,-36,-86,70,-67,-5,40,-13,18,21,106,-82,-20,-10,-89,-16,0,1352,-161,45,-27,-55,17,-46,-3,1.0979059,354.75,0.1550011,101271.0,0.009939,153.5,289.84497,2.0849972,"{""type"":""Point"",""coordinates"":[115.82809732905301,32.362394100994074]}"
00000000000000001ba4,33,198,196,27,22,16,71,35,18,21,0,0,29,2425,-301,18,28,-66,13,-32,-6,38,-13,17,-390,198,-46,-69,-18,-38,-34,0,1540,-234,22,19,-46,-27,-17,-4,2.1543734,354.75,0.1550011,101271.0,0.009939,153.5,289.84497,2.0849972,"{""type"":""Point"",""coordinates"":[115.85154328239203,32.32681939278968]}"
00000000000000000784,35,198,196,30,27,22,98,58,31,25,0,1,26,364,-142,-15,43,-26,103,-36,0,50,-18,18,-1009,114,66,15,-10,-80,30,2,-357,-61,18,57,21,33,-38,2,3.7047918,361.0,0.1550011,100692.0,0.010481,144.25,290.2,2.598997,"{""type"":""Point"",""coordinates"":[116.787232129245,30.823848169018376]}"
00000000000000000091,46,203,200,41,35,35,54,60,51,38,0,1,10,-203,-82,-11,0,-13,6,0,1,17,-7,7,150,23,-23,-7,15,-40,-7,0,497,-54,-21,5,-12,-4,-6,-1,1.0880508,359.375,0.1550011,101596.0,0.0103535,158.125,290.565,1.8549972,"{""type"":""Point"",""coordinates"":[119.56518073992497,31.533964470880687]}"
000000000000000009f6,45,202,199,40,34,32,46,40,33,33,0,1,5,-438,-96,-12,9,-30,21,-15,1,17,-9,7,-548,31,-24,-2,22,-26,-14,1,-371,-62,-19,8,-17,8,-14,1,2.3648283,359.375,0.1550011,101596.0,0.0103535,158.125,290.565,1.8549972,"{""type"":""Point"",""coordinates"":[119.59859724321944,31.55337047866529]}"
00000000000000000cf0,43,191,189,38,32,27,32,17,11,29,0,0,1,-2485,-116,-22,3,-77,24,-12,8,16,-15,6,-362,19,17,1,-10,-6,-8,0,-2303,-81,-43,13,-60,8,-3,7,1.4299723,359.375,0.1550011,101596.0,0.0103535,158.125,290.565,1.8549972,"{""type"":""Point"",""coordinates"":[119.56922068547937,31.58462877704994]}"
00000000000000000cf4,40,202,198,35,31,30,61,42,25,30,0,0,14,141,-100,-44,17,-41,17,-34,0,31,-12,12,-85,40,7,-4,25,-32,-9,0,429,-53,-56,21,-29,-4,-19,0,7.736019,359.375,0.1550011,101596.0,0.0103535,158.125,290.565,1.8549972,"{""type"":""Point"",""coordinates"":[119.58458228860849,31.54771187942845]}"
00000000000000000daf,34,198,195,28,25,17,85,44,19,21,0,0,25,-2627,-354,16,0,-109,79,-59,10,52,-18,23,69,199,-29,-6,54,-56,-53,0,-888,-243,30,-10,-73,10,-59,4,1.4387081,355.5,0.1550011,101316.0,0.0099875005,149.75,289.75,2.2809973,"{""type"":""Point"",""coordinates"":[115.80033942499533,32.542144923559526]}"
0000000000000000008f,44,185,183,38,31,28,34,26,22,29,0,1,7,-687,-107,-25,30,-48,33,2,2,22,-11,8,-1998,41,-28,9,8,9,18,6,-135,-63,-16,15,-23,11,3,0,4.2939777,359.625,0.1550011,101524.0,0.010399001,160.625,290.75,1.6629972,"{""type"":""Point"",""coordinates"":[119.97103919960747,31.603762779670273]}"
00000000000000000c37,34,197,195,29,25,20,59,37,21,22,0,0,15,140,-154,-6,28,-51,8,-30,0,36,-17,12,-814,124,10,16,31,7,-3,2,563,-71,6,52,-18,-17,-70,-1,2.35016,361.625,0.1550011,100901.0,0.0103705,143.5,290.33,2.6869972,"{""type"":""Point"",""coordinates"":[116.98665650565827,30.856457575022226]}"
00000000000000001bf4,35,198,196,29,25,20,87,34,18,23,0,0,39,1960,-244,-44,63,-50,125,-178,-5,44,-17,19,-1543,157,-23,-79,-46,-73,36,4,1925,-146,-33,33,-18,51,-120,-5,1.4385521,353.875,0.1550011,101156.0,0.009808,150.125,289.66998,2.3649974,"{""type"":""Point"",""coordinates"":[115.26108249819792,32.52543667191227]}"
0000000000000000067f,39,198,196,34,31,28,71,59,38,30,0,1,24,2194,-94,-37,70,-73,28,-38,-6,34,-11,12,-470,109,-1,43,11,13,2,1,1649,-74,-9,70,-54,23,-39,-4,4.7489076,372.5,0.1862511,101002.0,0.012528,141.5,291.985,3.4769974,"{""type"":""Point"",""coordinates"":[116.36601206643338,30.122623314656632]}"
00000000000000000bb8,45,203,200,40,39,41,79,73,51,40,0,0,21,725,-79,-12,16,-42,6,-8,-1,23,-9,9,546,102,-12,62,-5,27,2,-2,904,-64,0,35,-28,17,-9,-2,3.2129142,372.5,0.1862511,101002.0,0.012528,141.5,291.985,3.4769974,"{""type"":""Point"",""coordinates"":[116.39754236998226,30.103489312036295]}"
00000000000000000bd6,36,198,195,30,26,22,99,47,20,23,0,0,17,1353,-63,1,22,23,187,-94,-2,50,-18,18,-1825,60,31,41,-70,-64,54,5,1420,-19,15,26,11,108,-73,-3,1.4168626,372.5,0.1862511,101110.0,0.01238,142.0,292.02,3.3779974,"{""type"":""Point"",""coordinates"":[116.57217414453837,30.047161947529176]}"
00000000000000000c6a,34,196,194,27,21,15,56,27,12,18,0,0,55,1673,-177,-5,0,-75,-42,24,-4,48,-18,20,-478,18,4,-48,66,9,-33,0,2712,-126,-66,-2,-62,-72,32,-7,4.3151493,365.0,0.1862511,100617.0,0.0116835,146.75,290.715,3.0739973,"{""type"":""Point"",""coordinates"":[118.64835834962908,30.893106926580497]}"
00000000000000000688,42,203,200,40,37,39,64,70,60,41,0,1,40,912,-77,-26,20,-49,7,-23,-2,28,-7,10,-525,79,-12,42,5,0,9,1,994,-52,-12,13,-25,-8,-6,-2,2.834265,373.375,0.1862511,100965.0,0.012692001,141.0,292.08002,3.4899974,"{""type"":""Point"",""coordinates"":[116.2468916408916,30.18595592691873]}"
000000000000000009a7,35,199,197,30,28,25,85,36,17,26,0,1,37,2244,-268,84,-74,-108,113,-110,-6,35,-11,16,-586,174,-133,-1,4,-96,-37,1,2096,-198,68,-78,-82,44,-76,-6,1.8543341,354.0,0.15500112,101221.0,0.0099175,155.625,289.87,2.0009973,"{""type"":""Point"",""coordinates"":[115.77473972584747,32.259174829808906]}"
00000000000000000ca0,33,193,191,26,20,15,59,34,16,17,0,0,182,1928,-279,15,21,-53,-44,-3,-4,52,-17,21,-193,71,-6,-20,5,12,-26,0,1555,-171,-9,0,-43,-88,-17,-3,10.953725,352.375,0.15500112,99113.0,0.009915501,145.25,288.88,1.6419972,"{""type"":""Point"",""coordinates"":[116.46868732729003,31.370921899962493]}"
00000000000000001ab8,34,200,198,28,26,21,83,52,29,31,0,0,57,2896,-237,-18,20,-80,-13,-18,-8,37,-11,16,-1469,78,-17,-55,3,-41,-65,4,2147,-174,-24,23,-67,-52,1,-6,6.5716014,354.375,0.15500112,100757.0,0.010241501,156.375,289.78998,1.6739972,"{""type"":""Point"",""coordinates"":[115.88631089330579,31.84657866843461]}"
00000000000000001136,48,202,200,46,46,49,66,68,58,41,0,1,41,259,-90,-29,49,-45,35,-14,0,20,-7,8,2003,33,50,8,26,-10,-38,-6,706,-49,-6,11,-19,17,-20,-1,1.1030409,352.875,0.15500112,100944.0,0.0101025,160.375,289.84,2.1439972,"{""type"":""Point"",""coordinates"":[117.51001673720019,32.781188412832655]}"
00000000000000000722,35,193,192,29,24,19,50,26,14,22,0,1,30,126,-45,8,20,-47,7,-45,0,37,-18,13,-1336,13,-16,-21,38,-11,47,3,49,-11,15,44,-38,-11,-93,0,2.1459723,361.75,0.15500112,100931.0,0.010398501,143.125,290.325,2.6859972,"{""type"":""Point"",""coordinates"":[117.04567716720169,30.907389427254685]}"
00000000000000000c50,34,198,195,29,25,20,75,49,25,23,0,0,130,1761,-179,15,31,-4,-30,-34,-4,45,-16,16,-884,190,29,4,-9,23,-18,2,2330,-89,5,21,-28,-46,-76,-6,12.939011,364.625,0.18625112,100902.0,0.0110525,141.0,290.705,3.1579974,"{""type"":""Point"",""coordinates"":[117.35397941403694,30.885829673661274]}"
00000000000000000a92,42,188,187,36,28,22,16,7,6,26,0,0,3,1065,-105,26,-1,-35,-4,-25,-3,0,-11,0,-1042,-10,-14,-20,43,-7,-16,2,1565,-88,30,0,-37,-20,-33,-5,1.1569442,324.0,0.080001116,101677.0,0.008062,166.625,286.58,2.5209973,"{""type"":""Point"",""coordinates"":[121.3311764984348,36.72038949715412]}"
00000000000000001aef,36,200,197,30,26,23,78,59,32,32,0,0,26,1084,-136,-29,33,-140,41,36,-2,35,-8,15,-692,123,-3,-43,58,-34,-21,1,569,-72,-62,44,-120,27,40,0,5.1696568,324.0,0.080001116,101677.0,0.008062,166.625,286.58,2.5209973,"{""type"":""Point"",""coordinates"":[121.36324635321118,36.78856915226131]}"
00000000000000001b08,39,203,200,34,34,35,80,72,51,28,0,0,5,1390,-77,-8,58,-90,76,-45,-3,31,-6,13,-761,107,-6,-70,43,-52,27,2,1233,-29,-45,56,-85,53,-20,-3,1.8543341,324.0,0.080001116,101677.0,0.008062,166.625,286.58,2.5209973,"{""type"":""Point"",""coordinates"":[121.32902275262599,36.73305334414591]}"
00000000000000001aee,34,196,194,28,22,19,52,44,26,20,0,0,295,323,-261,-4,24,-114,-5,-15,0,39,-12,17,-111,85,18,6,0,-24,-1,0,74,-185,-26,31,-146,-10,-23,0,23.999498,326.0,0.080001116,94936.0,0.0073695006,160.0,286.575,3.1339974,"{""type"":""Point"",""coordinates"":[112.15758383780799,34.49328701690952]}"
00000000000000001c59,36,200,198,30,24,20,82,41,19,22,0,0,19,1803,-106,-42,161,-42,88,-79,-4,49,-17,20,-1132,49,12,-146,-41,-30,44,2,1400,-75,-52,93,-49,69,-41,-3,4.98832,328.0,0.080001116,101400.0,0.0076955007,168.5,287.46,2.2209973,"{""type"":""Point"",""coordinates"":[119.73927296325358,36.9807207348564]}"
00000000000000001c57,35,203,200,30,30,31,79,62,45,32,0,0,177,-447,-177,0,29,-125,63,5,2,27,-7,13,931,88,0,-34,73,-53,-7,-3,-516,-125,-16,26,-98,35,14,2,4.7167673,328.125,0.080001116,98959.0,0.007906001,159.75,288.15497,3.4919972,"{""type"":""Point"",""coordinates"":[113.98906595438878,38.30043628263424]}"
00000000000000001817,34,196,194,28,23,23,46,42,30,22,0,0,592,108,-197,13,21,-52,26,-12,0,30,-11,12,-1019,65,-14,-6,-8,-44,-15,2,353,-145,-6,15,-84,13,-22,0,8.579802,330.125,0.080001116,95289.0,0.0074305004,157.0,287.03998,3.0379972,"{""type"":""Point"",""coordinates"":[112.77876782826038,34.350185545902335]}"
